Ref_Date,GEO,STAT,TENURE,SUMMARY,Vector,Coordinate,Value
2013,Canada,Average expenditure per household,Owner without mortgage,Principal accommodation,v54530586,1.1.4.7,8138
2014,Canada,Average expenditure per household,Owner without mortgage,Principal accommodation,v54530586,1.1.4.7,8682
2010,Canada,Average expenditure per household,Owner without mortgage,Owned living quarters,v54530588,1.1.4.9,4752
2011,Canada,Average expenditure per household,Owner without mortgage,Owned living quarters,v54530588,1.1.4.9,4879
2012,Canada,Average expenditure per household,Owner without mortgage,Owned living quarters,v54530588,1.1.4.9,5036
2013,Canada,Average expenditure per household,Owner without mortgage,Owned living quarters,v54530588,1.1.4.9,5138
2014,Canada,Average expenditure per household,Owner without mortgage,Owned living quarters,v54530588,1.1.4.9,5404
2010,Canada,Average expenditure per household,Owner without mortgage,Repairs and maintenance for owned living quarters,v64477034,1.1.4.58,543
2011,Canada,Average expenditure per household,Owner without mortgage,Repairs and maintenance for owned living quarters,v64477034,1.1.4.58,544
2012,Canada,Average expenditure per household,Owner without mortgage,Repairs and maintenance for owned living quarters,v64477034,1.1.4.58,699
2013,Canada,Average expenditure per household,Owner without mortgage,Repairs and maintenance for owned living quarters,v64477034,1.1.4.58,665
2014,Canada,Average expenditure per household,Owner without mortgage,Repairs and maintenance for owned living quarters,v64477034,1.1.4.58,657
2010,Canada,Average expenditure per household,Owner without mortgage,Condominium fees for owned living quarters,v64477035,1.1.4.59,399
2011,Canada,Average expenditure per household,Owner without mortgage,Condominium fees for owned living quarters,v64477035,1.1.4.59,445
2012,Canada,Average expenditure per household,Owner without mortgage,Condominium fees for owned living quarters,v64477035,1.1.4.59,425
2013,Canada,Average expenditure per household,Owner without mortgage,Condominium fees for owned living quarters,v64477035,1.1.4.59,408
2014,Canada,Average expenditure per household,Owner without mortgage,Condominium fees for owned living quarters,v64477035,1.1.4.59,468
2010,Canada,Average expenditure per household,Owner without mortgage,Property and school taxes for owned living quarters,v64477036,1.1.4.60,2633
2011,Canada,Average expenditure per household,Owner without mortgage,Property and school taxes for owned living quarters,v64477036,1.1.4.60,2672
2012,Canada,Average expenditure per household,Owner without mortgage,Property and school taxes for owned living quarters,v64477036,1.1.4.60,2801
2013,Canada,Average expenditure per household,Owner without mortgage,Property and school taxes for owned living quarters,v64477036,1.1.4.60,2804
2014,Canada,Average expenditure per household,Owner without mortgage,Property and school taxes for owned living quarters,v64477036,1.1.4.60,2960
2010,Canada,Average expenditure per household,Owner without mortgage,Homeowners' insurance premiums for owned living quarters,v64477037,1.1.4.61,790
2011,Canada,Average expenditure per household,Owner without mortgage,Homeowners' insurance premiums for owned living quarters,v64477037,1.1.4.61,832
2012,Canada,Average expenditure per household,Owner without mortgage,Homeowners' insurance premiums for owned living quarters,v64477037,1.1.4.61,847
2013,Canada,Average expenditure per household,Owner without mortgage,Homeowners' insurance premiums for owned living quarters,v64477037,1.1.4.61,852
2014,Canada,Average expenditure per household,Owner without mortgage,Homeowners' insurance premiums for owned living quarters,v64477037,1.1.4.61,956
2010,Canada,Average expenditure per household,Owner without mortgage,Other expenditures for owned living quarters,v64477038,1.1.4.62,387
2011,Canada,Average expenditure per household,Owner without mortgage,Other expenditures for owned living quarters,v64477038,1.1.4.62,387
2012,Canada,Average expenditure per household,Owner without mortgage,Other expenditures for owned living quarters,v64477038,1.1.4.62,264
2013,Canada,Average expenditure per household,Owner without mortgage,Other expenditures for owned living quarters,v64477038,1.1.4.62,409
2014,Canada,Average expenditure per household,Owner without mortgage,Other expenditures for owned living quarters,v64477038,1.1.4.62,363
2010,Canada,Average expenditure per household,Owner without mortgage,Commissions for sale of real estate owned by the household,v64477039,1.1.4.63,183
2011,Canada,Average expenditure per household,Owner without mortgage,Commissions for sale of real estate owned by the household,v64477039,1.1.4.63,166
2012,Canada,Average expenditure per household,Owner without mortgage,Commissions for sale of real estate owned by the household,v64477039,1.1.4.63,124
2013,Canada,Average expenditure per household,Owner without mortgage,Commissions for sale of real estate owned by the household,v64477039,1.1.4.63,233
2014,Canada,Average expenditure per household,Owner without mortgage,Commissions for sale of real estate owned by the household,v64477039,1.1.4.63,187
2010,Canada,Average expenditure per household,Owner without mortgage,Legal fees related to owned living quarters,v64477040,1.1.4.64,47
2011,Canada,Average expenditure per household,Owner without mortgage,Legal fees related to owned living quarters,v64477040,1.1.4.64,23
2012,Canada,Average expenditure per household,Owner without mortgage,Legal fees related to owned living quarters,v64477040,1.1.4.64,33
2013,Canada,Average expenditure per household,Owner without mortgage,Legal fees related to owned living quarters,v64477040,1.1.4.64,38
2014,Canada,Average expenditure per household,Owner without mortgage,Legal fees related to owned living quarters,v64477040,1.1.4.64,39
2010,Canada,Average expenditure per household,Owner without mortgage,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",v64477042,1.1.4.67,12
2011,Canada,Average expenditure per household,Owner without mortgage,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",v64477042,1.1.4.67,F
2012,Canada,Average expenditure per household,Owner without mortgage,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",v64477042,1.1.4.67,F
2013,Canada,Average expenditure per household,Owner without mortgage,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",v64477042,1.1.4.67,10
2014,Canada,Average expenditure per household,Owner without mortgage,"Registration fees, renewal fees and early renewal or closing penalties for owned living quarters",v64477042,1.1.4.67,F
2010,Canada,Average expenditure per household,Owner without mortgage,Transfer taxes and land registration fees for owned living quarters,v64477043,1.1.4.68,105
2011,Canada,Average expenditure per household,Owner without mortgage,Transfer taxes and land registration fees for owned living quarters,v64477043,1.1.4.68,F
2012,Canada,Average expenditure per household,Owner without mortgage,Transfer taxes and land registration fees for owned living quarters,v64477043,1.1.4.68,43
2013,Canada,Average expenditure per household,Owner without mortgage,Transfer taxes and land registration fees for owned living quarters,v64477043,1.1.4.68,83
2014,Canada,Average expenditure per household,Owner without mortgage,Transfer taxes and land registration fees for owned living quarters,v64477043,1.1.4.68,67
2010,Canada,Average expenditure per household,Owner without mortgage,All other expenses related to owned living quarters (excluding repairs and maintenance),v64477044,1.1.4.316,41
2011,Canada,Average expenditure per household,Owner without mortgage,All other expenses related to owned living quarters (excluding repairs and maintenance),v64477044,1.1.4.316,62
2012,Canada,Average expenditure per household,Owner without mortgage,All other expenses related to owned living quarters (excluding repairs and maintenance),v64477044,1.1.4.316,54
2013,Canada,Average expenditure per household,Owner without mortgage,All other expenses related to owned living quarters (excluding repairs and maintenance),v64477044,1.1.4.316,45
2014,Canada,Average expenditure per household,Owner without mortgage,All other expenses related to owned living quarters (excluding repairs and maintenance),v64477044,1.1.4.316,54
2010,Canada,Average expenditure per household,Owner without mortgage,"Water, fuel and electricity for principal accommodation",v54530589,1.1.4.10,2804
2011,Canada,Average expenditure per household,Owner without mortgage,"Water, fuel and electricity for principal accommodation",v54530589,1.1.4.10,2955
2012,Canada,Average expenditure per household,Owner without mortgage,"Water, fuel and electricity for principal accommodation",v54530589,1.1.4.10,2951
2013,Canada,Average expenditure per household,Owner without mortgage,"Water, fuel and electricity for principal accommodation",v54530589,1.1.4.10,3000
2014,Canada,Average expenditure per household,Owner without mortgage,"Water, fuel and electricity for principal accommodation",v54530589,1.1.4.10,3278
2010,Canada,Average expenditure per household,Owner without mortgage,Water and sewage for principal accommodation,v64477045,1.1.4.69,360
2011,Canada,Average expenditure per household,Owner without mortgage,Water and sewage for principal accommodation,v64477045,1.1.4.69,391
2012,Canada,Average expenditure per household,Owner without mortgage,Water and sewage for principal accommodation,v64477045,1.1.4.69,412
2013,Canada,Average expenditure per household,Owner without mortgage,Water and sewage for principal accommodation,v64477045,1.1.4.69,438
2014,Canada,Average expenditure per household,Owner without mortgage,Water and sewage for principal accommodation,v64477045,1.1.4.69,434
2010,Canada,Average expenditure per household,Owner without mortgage,Electricity for principal accommodation,v64477046,1.1.4.70,1443
2011,Canada,Average expenditure per household,Owner without mortgage,Electricity for principal accommodation,v64477046,1.1.4.70,1508
2012,Canada,Average expenditure per household,Owner without mortgage,Electricity for principal accommodation,v64477046,1.1.4.70,1559
2013,Canada,Average expenditure per household,Owner without mortgage,Electricity for principal accommodation,v64477046,1.1.4.70,1590
2014,Canada,Average expenditure per household,Owner without mortgage,Electricity for principal accommodation,v64477046,1.1.4.70,1733
2010,Canada,Average expenditure per household,Owner without mortgage,Natural gas for principal accommodation,v64477047,1.1.4.71,719
2011,Canada,Average expenditure per household,Owner without mortgage,Natural gas for principal accommodation,v64477047,1.1.4.71,765
2012,Canada,Average expenditure per household,Owner without mortgage,Natural gas for principal accommodation,v64477047,1.1.4.71,672
2013,Canada,Average expenditure per household,Owner without mortgage,Natural gas for principal accommodation,v64477047,1.1.4.71,678
2014,Canada,Average expenditure per household,Owner without mortgage,Natural gas for principal accommodation,v64477047,1.1.4.71,760
2010,Canada,Average expenditure per household,Owner without mortgage,Other fuel for principal accommodation,v64477048,1.1.4.72,282
2011,Canada,Average expenditure per household,Owner without mortgage,Other fuel for principal accommodation,v64477048,1.1.4.72,291
2012,Canada,Average expenditure per household,Owner without mortgage,Other fuel for principal accommodation,v64477048,1.1.4.72,308
2013,Canada,Average expenditure per household,Owner without mortgage,Other fuel for principal accommodation,v64477048,1.1.4.72,294
2014,Canada,Average expenditure per household,Owner without mortgage,Other fuel for principal accommodation,v64477048,1.1.4.72,351
2010,Canada,Average expenditure per household,Owner without mortgage,Other accommodation,v54530590,1.1.4.11,2066
2011,Canada,Average expenditure per household,Owner without mortgage,Other accommodation,v54530590,1.1.4.11,1829
2012,Canada,Average expenditure per household,Owner without mortgage,Other accommodation,v54530590,1.1.4.11,2065
2013,Canada,Average expenditure per household,Owner without mortgage,Other accommodation,v54530590,1.1.4.11,2229
2014,Canada,Average expenditure per household,Owner without mortgage,Other accommodation,v54530590,1.1.4.11,2669
2010,Canada,Average expenditure per household,Owner without mortgage,Owned vacation homes and other secondary residences,v64477049,1.1.4.73,1118
2011,Canada,Average expenditure per household,Owner without mortgage,Owned vacation homes and other secondary residences,v64477049,1.1.4.73,980
2012,Canada,Average expenditure per household,Owner without mortgage,Owned vacation homes and other secondary residences,v64477049,1.1.4.73,983
2013,Canada,Average expenditure per household,Owner without mortgage,Owned vacation homes and other secondary residences,v64477049,1.1.4.73,1003
2014,Canada,Average expenditure per household,Owner without mortgage,Owned vacation homes and other secondary residences,v64477049,1.1.4.73,1156
2010,Canada,Average expenditure per household,Owner without mortgage,Mortgage paid for owned vacation homes and other secondary residences,v64477050,1.1.4.74,317
2011,Canada,Average expenditure per household,Owner without mortgage,Mortgage paid for owned vacation homes and other secondary residences,v64477050,1.1.4.74,278
2012,Canada,Average expenditure per household,Owner without mortgage,Mortgage paid for owned vacation homes and other secondary residences,v64477050,1.1.4.74,272
2013,Canada,Average expenditure per household,Owner without mortgage,Mortgage paid for owned vacation homes and other secondary residences,v64477050,1.1.4.74,238
2014,Canada,Average expenditure per household,Owner without mortgage,Mortgage paid for owned vacation homes and other secondary residences,v64477050,1.1.4.74,295
2010,Canada,Average expenditure per household,Owner without mortgage,"Property and school taxes, water and sewage charges for owned vacation homes and other secondary residences",v105964500,1.1.4.318,..
2011,Canada,Average expenditure per household,Owner without mortgage,"Property and school taxes, water and sewage charges for owned vacation homes and other secondary residences",v105964500,1.1.4.318,..
2012,Canada,Average expenditure per household,Owner without mortgage,"Property and school taxes, water and sewage charges for owned vacation homes and other secondary residences",v105964500,1.1.4.318,..
2013,Canada,Average expenditure per household,Owner without mortgage,"Property and school taxes, water and sewage charges for owned vacation homes and other secondary residences",v105964500,1.1.4.318,..
2014,Canada,Average expenditure per household,Owner without mortgage,"Property and school taxes, water and sewage charges for owned vacation homes and other secondary residences",v105964500,1.1.4.318,255
2010,Canada,Average expenditure per household,Owner without mortgage,Property taxes and sewage charges for owned vacation homes and other secondary residences,v64477051,1.1.4.75,275
2011,Canada,Average expenditure per household,Owner without mortgage,Property taxes and sewage charges for owned vacation homes and other secondary residences,v64477051,1.1.4.75,264
2012,Canada,Average expenditure per household,Owner without mortgage,Property taxes and sewage charges for owned vacation homes and other secondary residences,v64477051,1.1.4.75,233
2013,Canada,Average expenditure per household,Owner without mortgage,Property taxes and sewage charges for owned vacation homes and other secondary residences,v64477051,1.1.4.75,247
2010,Canada,Average expenditure per household,Owner without mortgage,Insurance premiums for owned vacation homes and other secondary residences,v64477052,1.1.4.76,92
2011,Canada,Average expenditure per household,Owner without mortgage,Insurance premiums for owned vacation homes and other secondary residences,v64477052,1.1.4.76,79
2012,Canada,Average expenditure per household,Owner without mortgage,Insurance premiums for owned vacation homes and other secondary residences,v64477052,1.1.4.76,69
2013,Canada,Average expenditure per household,Owner without mortgage,Insurance premiums for owned vacation homes and other secondary residences,v64477052,1.1.4.76,92
2014,Canada,Average expenditure per household,Owner without mortgage,Insurance premiums for owned vacation homes and other secondary residences,v64477052,1.1.4.76,97
2010,Canada,Average expenditure per household,Owner without mortgage,Electricity and fuel (e.g. natural gas and wood) for owned vacation homes and other secondary residences,v105964501,1.1.4.319,..
2011,Canada,Average expenditure per household,Owner without mortgage,Electricity and fuel (e.g. natural gas and wood) for owned vacation homes and other secondary residences,v105964501,1.1.4.319,..
2012,Canada,Average expenditure per household,Owner without mortgage,Electricity and fuel (e.g. natural gas and wood) for owned vacation homes and other secondary residences,v105964501,1.1.4.319,..
2013,Canada,Average expenditure per household,Owner without mortgage,Electricity and fuel (e.g. natural gas and wood) for owned vacation homes and other secondary residences,v105964501,1.1.4.319,..
2014,Canada,Average expenditure per household,Owner without mortgage,Electricity and fuel (e.g. natural gas and wood) for owned vacation homes and other secondary residences,v105964501,1.1.4.319,125
2010,Canada,Average expenditure per household,Owner without mortgage,"Electricity, water and fuel for owned vacation homes and other secondary residences",v64477053,1.1.4.77,116
2011,Canada,Average expenditure per household,Owner without mortgage,"Electricity, water and fuel for owned vacation homes and other secondary residences",v64477053,1.1.4.77,101
2012,Canada,Average expenditure per household,Owner without mortgage,"Electricity, water and fuel for owned vacation homes and other secondary residences",v64477053,1.1.4.77,95
2013,Canada,Average expenditure per household,Owner without mortgage,"Electricity, water and fuel for owned vacation homes and other secondary residences",v64477053,1.1.4.77,124
2010,Canada,Average expenditure per household,Owner without mortgage,"Communication and home security services, satellite radio and Internet for owned vacation homes and other secondary residences",v105964502,1.1.4.320,..
2011,Canada,Average expenditure per household,Owner without mortgage,"Communication and home security services, satellite radio and Internet for owned vacation homes and other secondary residences",v105964502,1.1.4.320,..
2012,Canada,Average expenditure per household,Owner without mortgage,"Communication and home security services, satellite radio and Internet for owned vacation homes and other secondary residences",v105964502,1.1.4.320,..
2013,Canada,Average expenditure per household,Owner without mortgage,"Communication and home security services, satellite radio and Internet for owned vacation homes and other secondary residences",v105964502,1.1.4.320,..
2014,Canada,Average expenditure per household,Owner without mortgage,"Communication and home security services, satellite radio and Internet for owned vacation homes and other secondary residences",v105964502,1.1.4.320,50
2010,Canada,Average expenditure per household,Owner without mortgage,Other expenses for owned vacation homes and other secondary residences,v64477054,1.1.4.78,317
2011,Canada,Average expenditure per household,Owner without mortgage,Other expenses for owned vacation homes and other secondary residences,v64477054,1.1.4.78,258
2012,Canada,Average expenditure per household,Owner without mortgage,Other expenses for owned vacation homes and other secondary residences,v64477054,1.1.4.78,315
2013,Canada,Average expenditure per household,Owner without mortgage,Other expenses for owned vacation homes and other secondary residences,v64477054,1.1.4.78,302
2014,Canada,Average expenditure per household,Owner without mortgage,Other expenses for owned vacation homes and other secondary residences,v64477054,1.1.4.78,333
2010,Canada,Average expenditure per household,Owner without mortgage,Other owned properties,v64477055,1.1.4.79,381
2011,Canada,Average expenditure per household,Owner without mortgage,Other owned properties,v64477055,1.1.4.79,286
2012,Canada,Average expenditure per household,Owner without mortgage,Other owned properties,v64477055,1.1.4.79,F
2013,Canada,Average expenditure per household,Owner without mortgage,Other owned properties,v64477055,1.1.4.79,F
2014,Canada,Average expenditure per household,Owner without mortgage,Other owned properties,v64477055,1.1.4.79,626
2010,Canada,Average expenditure per household,Owner without mortgage,Accommodation away from home,v64477056,1.1.4.80,568
2011,Canada,Average expenditure per household,Owner without mortgage,Accommodation away from home,v64477056,1.1.4.80,563
2012,Canada,Average expenditure per household,Owner without mortgage,Accommodation away from home,v64477056,1.1.4.80,775
2013,Canada,Average expenditure per household,Owner without mortgage,Accommodation away from home,v64477056,1.1.4.80,831
2014,Canada,Average expenditure per household,Owner without mortgage,Accommodation away from home,v64477056,1.1.4.80,887
2010,Canada,Average expenditure per household,Owner without mortgage,Hotels and motels,v64477057,1.1.4.81,413
2011,Canada,Average expenditure per household,Owner without mortgage,Hotels and motels,v64477057,1.1.4.81,423
2012,Canada,Average expenditure per household,Owner without mortgage,Hotels and motels,v64477057,1.1.4.81,474
2013,Canada,Average expenditure per household,Owner without mortgage,Hotels and motels,v64477057,1.1.4.81,500
2014,Canada,Average expenditure per household,Owner without mortgage,Hotels and motels,v64477057,1.1.4.81,533
2010,Canada,Average expenditure per household,Owner without mortgage,Other accommodation away from home,v64477058,1.1.4.82,155
2011,Canada,Average expenditure per household,Owner without mortgage,Other accommodation away from home,v64477058,1.1.4.82,140
2012,Canada,Average expenditure per household,Owner without mortgage,Other accommodation away from home,v64477058,1.1.4.82,302
2013,Canada,Average expenditure per household,Owner without mortgage,Other accommodation away from home,v64477058,1.1.4.82,331
2014,Canada,Average expenditure per household,Owner without mortgage,Other accommodation away from home,v64477058,1.1.4.82,354
2010,Canada,Average expenditure per household,Owner without mortgage,Household operations,v54530591,1.1.4.12,3997
2011,Canada,Average expenditure per household,Owner without mortgage,Household operations,v54530591,1.1.4.12,4329
2012,Canada,Average expenditure per household,Owner without mortgage,Household operations,v54530591,1.1.4.12,4142
2013,Canada,Average expenditure per household,Owner without mortgage,Household operations,v54530591,1.1.4.12,4243
2014,Canada,Average expenditure per household,Owner without mortgage,Household operations,v54530591,1.1.4.12,4326
2010,Canada,Average expenditure per household,Owner without mortgage,Communications,v54530592,1.1.4.13,1662
2011,Canada,Average expenditure per household,Owner without mortgage,Communications,v54530592,1.1.4.13,1717
2012,Canada,Average expenditure per household,Owner without mortgage,Communications,v54530592,1.1.4.13,1723
2013,Canada,Average expenditure per household,Owner without mortgage,Communications,v54530592,1.1.4.13,1839
2014,Canada,Average expenditure per household,Owner without mortgage,Communications,v54530592,1.1.4.13,1928
2010,Canada,Average expenditure per household,Owner without mortgage,Telephone,v64477059,1.1.4.83,1229
2011,Canada,Average expenditure per household,Owner without mortgage,Telephone,v64477059,1.1.4.83,1256
2012,Canada,Average expenditure per household,Owner without mortgage,Telephone,v64477059,1.1.4.83,1229
2013,Canada,Average expenditure per household,Owner without mortgage,Telephone,v64477059,1.1.4.83,1299
2014,Canada,Average expenditure per household,Owner without mortgage,Telephone,v64477059,1.1.4.83,1329
2010,Canada,Average expenditure per household,Owner without mortgage,Landline telephone services,v64477060,1.1.4.84,591
2011,Canada,Average expenditure per household,Owner without mortgage,Landline telephone services,v64477060,1.1.4.84,568
2012,Canada,Average expenditure per household,Owner without mortgage,Landline telephone services,v64477060,1.1.4.84,548
2013,Canada,Average expenditure per household,Owner without mortgage,Landline telephone services,v64477060,1.1.4.84,537
2014,Canada,Average expenditure per household,Owner without mortgage,Landline telephone services,v64477060,1.1.4.84,532
2010,Canada,Average expenditure per household,Owner without mortgage,Cell phone and pager services,v64477061,1.1.4.85,569
2011,Canada,Average expenditure per household,Owner without mortgage,Cell phone and pager services,v64477061,1.1.4.85,644
2012,Canada,Average expenditure per household,Owner without mortgage,Cell phone and pager services,v64477061,1.1.4.85,632
2013,Canada,Average expenditure per household,Owner without mortgage,Cell phone and pager services,v64477061,1.1.4.85,707
2014,Canada,Average expenditure per household,Owner without mortgage,Cell phone and pager services,v64477061,1.1.4.85,733
2010,Canada,Average expenditure per household,Owner without mortgage,Purchase of telephones and equipment,v64477062,1.1.4.86,69
2011,Canada,Average expenditure per household,Owner without mortgage,Purchase of telephones and equipment,v64477062,1.1.4.86,43
2012,Canada,Average expenditure per household,Owner without mortgage,Purchase of telephones and equipment,v64477062,1.1.4.86,48
2013,Canada,Average expenditure per household,Owner without mortgage,Purchase of telephones and equipment,v64477062,1.1.4.86,55
2014,Canada,Average expenditure per household,Owner without mortgage,Purchase of telephones and equipment,v64477062,1.1.4.86,64
2010,Canada,Average expenditure per household,Owner without mortgage,Internet access services,v64477063,1.1.4.87,373
2011,Canada,Average expenditure per household,Owner without mortgage,Internet access services,v64477063,1.1.4.87,394
2012,Canada,Average expenditure per household,Owner without mortgage,Internet access services,v64477063,1.1.4.87,424
2013,Canada,Average expenditure per household,Owner without mortgage,Internet access services,v64477063,1.1.4.87,466
2014,Canada,Average expenditure per household,Owner without mortgage,Internet access services,v64477063,1.1.4.87,484
2010,Canada,Average expenditure per household,Owner without mortgage,On-line services,v64477064,1.1.4.88,5
2011,Canada,Average expenditure per household,Owner without mortgage,On-line services,v64477064,1.1.4.88,9
2012,Canada,Average expenditure per household,Owner without mortgage,On-line services,v64477064,1.1.4.88,10
2013,Canada,Average expenditure per household,Owner without mortgage,On-line services,v64477064,1.1.4.88,10
2014,Canada,Average expenditure per household,Owner without mortgage,On-line services,v64477064,1.1.4.88,34
2010,Canada,Average expenditure per household,Owner without mortgage,"Postal, courier and other communication services",v64477065,1.1.4.89,55
2011,Canada,Average expenditure per household,Owner without mortgage,"Postal, courier and other communication services",v64477065,1.1.4.89,58
2012,Canada,Average expenditure per household,Owner without mortgage,"Postal, courier and other communication services",v64477065,1.1.4.89,60
2013,Canada,Average expenditure per household,Owner without mortgage,"Postal, courier and other communication services",v64477065,1.1.4.89,64
2014,Canada,Average expenditure per household,Owner without mortgage,"Postal, courier and other communication services",v64477065,1.1.4.89,82
2010,Canada,Average expenditure per household,Owner without mortgage,Domestic and other custodial services (excluding child care),v64477066,1.1.4.90,407
2011,Canada,Average expenditure per household,Owner without mortgage,Domestic and other custodial services (excluding child care),v64477066,1.1.4.90,339
2012,Canada,Average expenditure per household,Owner without mortgage,Domestic and other custodial services (excluding child care),v64477066,1.1.4.90,327
2013,Canada,Average expenditure per household,Owner without mortgage,Domestic and other custodial services (excluding child care),v64477066,1.1.4.90,313
2014,Canada,Average expenditure per household,Owner without mortgage,Domestic and other custodial services (excluding child care),v64477066,1.1.4.90,329
2010,Canada,Average expenditure per household,Owner without mortgage,Pet expenses,v64477067,1.1.4.91,562
2011,Canada,Average expenditure per household,Owner without mortgage,Pet expenses,v64477067,1.1.4.91,729
2012,Canada,Average expenditure per household,Owner without mortgage,Pet expenses,v64477067,1.1.4.91,565
2013,Canada,Average expenditure per household,Owner without mortgage,Pet expenses,v64477067,1.1.4.91,605
2014,Canada,Average expenditure per household,Owner without mortgage,Pet expenses,v64477067,1.1.4.91,586
2010,Canada,Average expenditure per household,Owner without mortgage,Pet food,v64477068,1.1.4.92,259
2011,Canada,Average expenditure per household,Owner without mortgage,Pet food,v64477068,1.1.4.92,309
2012,Canada,Average expenditure per household,Owner without mortgage,Pet food,v64477068,1.1.4.92,224
2013,Canada,Average expenditure per household,Owner without mortgage,Pet food,v64477068,1.1.4.92,268
2014,Canada,Average expenditure per household,Owner without mortgage,Pet food,v64477068,1.1.4.92,295
2010,Canada,Average expenditure per household,Owner without mortgage,Purchase of pets and pet-related goods,v64477069,1.1.4.93,101
2011,Canada,Average expenditure per household,Owner without mortgage,Purchase of pets and pet-related goods,v64477069,1.1.4.93,97
2012,Canada,Average expenditure per household,Owner without mortgage,Purchase of pets and pet-related goods,v64477069,1.1.4.93,71
2013,Canada,Average expenditure per household,Owner without mortgage,Purchase of pets and pet-related goods,v64477069,1.1.4.93,54
2014,Canada,Average expenditure per household,Owner without mortgage,Purchase of pets and pet-related goods,v64477069,1.1.4.93,64
2010,Canada,Average expenditure per household,Owner without mortgage,Veterinarian and other services,v64477070,1.1.4.94,202
2011,Canada,Average expenditure per household,Owner without mortgage,Veterinarian and other services,v64477070,1.1.4.94,322
2012,Canada,Average expenditure per household,Owner without mortgage,Veterinarian and other services,v64477070,1.1.4.94,270
2013,Canada,Average expenditure per household,Owner without mortgage,Veterinarian and other services,v64477070,1.1.4.94,284
2014,Canada,Average expenditure per household,Owner without mortgage,Veterinarian and other services,v64477070,1.1.4.94,227
2010,Canada,Average expenditure per household,Owner without mortgage,Household cleaning supplies and equipment,v64477071,1.1.4.95,235
2011,Canada,Average expenditure per household,Owner without mortgage,Household cleaning supplies and equipment,v64477071,1.1.4.95,255
2012,Canada,Average expenditure per household,Owner without mortgage,Household cleaning supplies and equipment,v64477071,1.1.4.95,210
2013,Canada,Average expenditure per household,Owner without mortgage,Household cleaning supplies and equipment,v64477071,1.1.4.95,218
2014,Canada,Average expenditure per household,Owner without mortgage,Household cleaning supplies and equipment,v64477071,1.1.4.95,212
2010,Canada,Average expenditure per household,Owner without mortgage,Detergent and other soaps,v64477072,1.1.4.96,103
2011,Canada,Average expenditure per household,Owner without mortgage,Detergent and other soaps,v64477072,1.1.4.96,110
2012,Canada,Average expenditure per household,Owner without mortgage,Detergent and other soaps,v64477072,1.1.4.96,90
2013,Canada,Average expenditure per household,Owner without mortgage,Detergent and other soaps,v64477072,1.1.4.96,98
2014,Canada,Average expenditure per household,Owner without mortgage,Detergent and other soaps,v64477072,1.1.4.96,94
2010,Canada,Average expenditure per household,Owner without mortgage,Cleaning equipment (non-electric),v64477074,1.1.4.98,23
2011,Canada,Average expenditure per household,Owner without mortgage,Cleaning equipment (non-electric),v64477074,1.1.4.98,21
2012,Canada,Average expenditure per household,Owner without mortgage,Cleaning equipment (non-electric),v64477074,1.1.4.98,15
2013,Canada,Average expenditure per household,Owner without mortgage,Cleaning equipment (non-electric),v64477074,1.1.4.98,15
2014,Canada,Average expenditure per household,Owner without mortgage,Cleaning equipment (non-electric),v64477074,1.1.4.98,14
2010,Canada,Average expenditure per household,Owner without mortgage,Other household cleaning supplies,v64477073,1.1.4.97,109
2011,Canada,Average expenditure per household,Owner without mortgage,Other household cleaning supplies,v64477073,1.1.4.97,125
2012,Canada,Average expenditure per household,Owner without mortgage,Other household cleaning supplies,v64477073,1.1.4.97,105
2013,Canada,Average expenditure per household,Owner without mortgage,Other household cleaning supplies,v64477073,1.1.4.97,104
2014,Canada,Average expenditure per household,Owner without mortgage,Other household cleaning supplies,v64477073,1.1.4.97,104
2010,Canada,Average expenditure per household,Owner without mortgage,"Paper, plastic and foil supplies",v64477075,1.1.4.99,363
2011,Canada,Average expenditure per household,Owner without mortgage,"Paper, plastic and foil supplies",v64477075,1.1.4.99,346
2012,Canada,Average expenditure per household,Owner without mortgage,"Paper, plastic and foil supplies",v64477075,1.1.4.99,378
2013,Canada,Average expenditure per household,Owner without mortgage,"Paper, plastic and foil supplies",v64477075,1.1.4.99,333
2014,Canada,Average expenditure per household,Owner without mortgage,"Paper, plastic and foil supplies",v64477075,1.1.4.99,345
2010,Canada,Average expenditure per household,Owner without mortgage,Stationery (excluding school supplies),v64477076,1.1.4.100,133
2011,Canada,Average expenditure per household,Owner without mortgage,Stationery (excluding school supplies),v64477076,1.1.4.100,131
2012,Canada,Average expenditure per household,Owner without mortgage,Stationery (excluding school supplies),v64477076,1.1.4.100,126
2013,Canada,Average expenditure per household,Owner without mortgage,Stationery (excluding school supplies),v64477076,1.1.4.100,119
2014,Canada,Average expenditure per household,Owner without mortgage,Stationery (excluding school supplies),v64477076,1.1.4.100,134
2010,Canada,Average expenditure per household,Owner without mortgage,Other paper supplies,v64477077,1.1.4.101,168
2011,Canada,Average expenditure per household,Owner without mortgage,Other paper supplies,v64477077,1.1.4.101,157
2012,Canada,Average expenditure per household,Owner without mortgage,Other paper supplies,v64477077,1.1.4.101,194
2013,Canada,Average expenditure per household,Owner without mortgage,Other paper supplies,v64477077,1.1.4.101,159
